artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
San E,BETTER TOMORROW (Prod. by ASSBRASS),5B7c83tYWbEqXKPDWnKMjb,5,0.664,0.911,9,-4.521,0,0.262,0.136,0.0,0.196,0.61,85.941,247232,4
Armaan Malik,Mujhko Barsaat Bana Lo,4jdwFk4GRRDNt3g49IgC15,49,0.543,0.682,11,-4.869,0,0.0319,0.492,0.0,0.1,0.316,143.628,263066,4
ABSRDST,Funniest Moments,64KTI817YbPEFP18CgL9eJ,7,0.466,0.937,0,-5.89,0,0.231,0.00156,0.0851,0.292,0.298,153.005,160007,4
Tarsem Jassar,Galwakdi,36pPjHn44yYapdhIPHGonG,49,0.626,0.572,4,-5.541,0,0.0434,0.593,0.0,0.172,0.603,160.079,233109,4
ABSRDST,IDWK,4KfGubGV5alBI3sZMYnZd5,6,0.535,0.852,11,-4.971,0,0.0401,0.102,0.000711,0.167,0.32,90.981,112288,4
Kygo,Firestone,1I8tHoNBFTuoJAlh4hfVVE,77,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,271640,4
Chancellor,Already Christmas (Prod. by Yang Da Il),00iWt4S7CiYCBaSo6INp3C,6,0.448,0.596,0,-5.646,1,0.0822,0.645,0.0,0.126,0.416,100.052,239054,4
BTS,Epilogue: Young Forever,43hiD0QEeUysuWqDzd8GwA,66,0.606,0.815,5,-3.818,0,0.231,0.04,0.0,0.119,0.386,88.062,171803,4
ABSRDST,I Wish,5v4MJK0c1qcESajt3RM7Xw,6,0.629,0.51,6,-8.048,0,0.0565,0.193,2.34e-05,0.189,0.121,144.108,120162,4
Alka Yagnik,"Hai Mera Dil (From ""Josh"")",6A5wFryRTfXaihsdLwA31C,49,0.643,0.43,5,-11.978,0,0.0331,0.379,1.34e-05,0.17,0.565,89.92,250920,4
Jamrud,Ayam,2O6nLAQt3ZarrLvkgRuHu5,6,0.697,0.881,9,-4.313,1,0.0721,0.0399,0.00243,0.0962,0.429,116.045,249000,4
Kishore Manraja,Tara Vina Shyam Mane,6Y57YYVjD7CwK0602GQaxG,49,0.421,0.572,9,-15.041,1,0.109,0.725,2.09e-05,0.0686,0.767,145.85,504003,3
Yoel Lewis,Goldengate,5FPFx4v31ZrsTuPhvuEEBI,5,0.503,0.912,5,-4.301,0,0.0682,0.00908,0.00149,0.156,0.106,127.995,198750,4
Sohail Sen,"Aashiq Tera (From ""Happy Bhag Jayegi"")",0HtKLcWvxgYnyrr8OSE0Mw,48,0.46,0.885,4,-5.061,1,0.0629,0.19,0.0,0.0847,0.627,114.975,294752,4
Armin van Buuren,Make It Right,2fprXzzW4fUyZCl7vdmJfg,5,0.518,0.721,9,-5.126,1,0.0296,0.0402,7.15e-06,0.451,0.47,128.007,199512,4
James Arthur,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,76,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,246880,4
Jamrud,Rasa Cinta,6KmoiS8vR3dAVrdHFzyAoO,6,0.576,0.383,10,-8.008,1,0.027,0.352,0.0,0.341,0.353,75.964,227013,4
BTS,21st Century Girl,6RioKpKPuG1vuyU0wnlAZx,66,0.716,0.906,2,-3.539,1,0.0717,0.00423,0.0,0.0547,0.762,101.028,192597,4
Above & Beyond,Little Something - Super8 & Tab Remix,5OREJN9OwMLbvBlTub5yIv,5,0.468,0.811,3,-5.376,0,0.0444,0.0389,0.0068,0.139,0.235,130.016,225693,4
Santhosh Narayanan,Sirukki Vaasam,3QjFIgGhcrPS4VjkIYOddf,49,0.571,0.544,1,-6.555,0,0.0507,0.502,0.0,0.0617,0.375,129.869,274989,4
ILLENIUM,Fortress (feat. Joni Fatora) - Seven Lions Roots Mix,6Jnx9dAiWzOtKiIMdaYsVn,5,0.5,0.871,5,-4.542,1,0.0385,0.000799,0.255,0.119,0.106,137.946,274855,4
Feder,Lordly - Instrumental Mix,5tFrkZF1LBDo6uG3Z8UIlI,56,0.748,0.596,10,-8.222,0,0.0397,0.0111,0.833,0.0506,0.472,115.006,273471,4
Furyan,Nightfort - Edit,4V8rARdLn9kHWc8wD8aXSu,5,0.39,0.994,9,-3.365,0,0.224,0.0322,0.238,0.327,0.181,170.003,234353,4
Amaal Mallik,"Hua Hain Aaj Pehli Baar (From ""Sanam Re"")",4TAdD9qxGEZR8hQQL3DXH8,50,0.495,0.729,6,-6.453,0,0.103,0.6,4.13e-05,0.0993,0.683,155.892,309273,4
Cosmic Gate,Edge Of Life,0r2iFzmxHdW65lAohN3SFO,7,0.532,0.76,5,-4.249,0,0.0561,0.00557,1.7e-06,0.122,0.181,128.114,197995,4
Sohail Rana,Aaj Jane Ki Zid Na Karo,10xpoX1VRYvPz9KwKtKbX4,50,0.489,0.812,9,-6.31,0,0.18,0.286,0.0,0.0768,0.272,140.043,171429,4
Lost Frequencies,Beautiful Life (ANR137),4gQ7klsHw7A9GevEx6Hvtx,5,0.661,0.664,2,-5.817,0,0.0378,0.0266,0.00243,0.585,0.724,120.031,72500,4
Dim3nsion,Mangata,4I4cB1nHsSyvtc2Ge6c5dE,7,0.535,0.982,6,-7.09,0,0.0511,0.00218,0.797,0.566,0.186,132.053,207676,4
BTS,House of Cards (Full Length Edition),4BMbbfwW9GLl9b05ecYKVa,67,0.367,0.67,2,-4.485,0,0.0517,0.334,0.0,0.147,0.386,104.96,226212,4
Jamrud,Viva Jamers,2ak8H9BJ9DATcTfEZcen2V,7,0.599,0.967,11,-4.456,0,0.0695,0.00154,0.000222,0.134,0.256,127.977,311000,4
Armaan Malik,Sariyaagi,27rGRAvs3SEJ70ke4DRJtx,48,0.658,0.574,5,-6.254,0,0.0325,0.61,0.000102,0.132,0.508,104.064,261400,4
Aly & Fila,Kingdoms (FSOE 450 Anthem),6HGAdRcqqm14rAJs2OgETp,5,0.4,0.953,0,-3.856,0,0.0506,0.000217,0.832,0.15,0.087,138.024,210162,4
Sachin Sanghvi,Beat Pe Booty,1UzvjLWSTgGlPT1eZXEBxn,49,0.883,0.415,5,-7.726,0,0.108,0.219,6.45e-06,0.0861,0.475,92.027,197576,4
Jamrud,Sik Sik Sibatumanikam,3XmHLoiAtzyIc5WJfzsATT,7,0.739,0.876,2,-5.478,1,0.0394,0.000838,0.011,0.0711,0.367,118.04,211493,4
Manni Sandhu,Gani,66180fpvYEsni5icbsGsCH,52,0.517,0.791,11,-3.165,0,0.0482,0.25,0.0,0.294,0.811,87.91,266500,4
Jamrud,Maaf,5r4cSk6WX7Ent9Bm218huJ,7,0.602,0.363,0,-6.559,1,0.0301,0.445,0.0,0.371,0.276,147.955,297280,4
Armaan Malik,"Sab Tera (From ""Baaghi"")",2Rr8j88wr7SAYSwuekTJgx,50,0.505,0.642,7,-5.864,1,0.0339,0.643,0.0,0.151,0.427,159.775,228117,4
Ana Criado,Beautiful Creature,4t2pTMCfyxj3Qyg56n0byO,5,0.478,0.836,1,-4.931,0,0.0438,0.0146,1.45e-06,0.398,0.0558,129.96,225231,4
Vishnu Vijay,Thaniye,6R1WZPZAQhxAUjMizvhN8f,49,0.533,0.503,4,-8.008,1,0.0257,0.349,0.000133,0.104,0.136,87.973,302459,4
Denis Kenzo,Sunshine Blue,4uBlFBZoc4G4E1lKJIdYpg,6,0.329,0.838,10,-5.596,0,0.0619,0.0393,6.49e-06,0.11,0.14,130.072,211385,4
Yo Yo Honey Singh,Raat Jashan Di,1ssPaLKCYRbDOCTyds8GQp,48,0.409,0.915,9,-3.118,1,0.256,0.242,0.0,0.289,0.482,93.0,295056,4
Neophyte,S.I.C.K. - Edit,3eZhMsnU1mHw0WihK9ujlS,5,0.446,0.978,5,-2.878,1,0.111,0.218,0.000564,0.17,0.341,179.934,169326,4
Rihanna,Work,72TFWvU3wUYdUuxejTTIzt,76,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4
Simon Patterson,Evoke,0cyYxHStqR9IyZLRFbJtRa,5,0.496,0.987,8,-3.974,1,0.0513,0.000571,0.877,0.0382,0.24,139.981,232250,4
BTS,Stigma,626lrZfNIlthgrUfjvRYrh,67,0.583,0.475,0,-5.556,0,0.0846,0.148,0.0,0.139,0.332,136.034,216063,4
Jamrud,Selamat Ulang Tahun,0aPgN3PJhimxMirIDfkizv,7,0.879,0.767,9,-3.651,1,0.039,0.0887,1.62e-06,0.0698,0.961,125.986,169000,4
EXO,Monster,7GbUWl6qLW1gdngbEV2WDJ,68,0.618,0.76,6,-4.312,1,0.0596,0.0066,0.0,0.127,0.541,150.0,221341,4
Jamrud,Naksir Abis,6ftLpqNOAE6dVfOBG2ptqX,6,0.744,0.786,9,-3.346,1,0.0358,0.036,0.0,0.0281,0.909,108.032,237000,4
Anuradha Paudwal,"Bahut Pyar Karte Hai (Female Version) - From ""Saajan""",4ys3MN1E21HzHWo2wdk4BC,49,0.452,0.49,4,-11.685,0,0.0397,0.658,5.71e-06,0.167,0.724,123.669,265667,4
Cosmic Gate,am2pm,1H4QOUxDJyLYYH7mjUlxK9,5,0.515,0.955,4,-5.723,1,0.0483,0.0409,0.915,0.104,0.2,127.994,182731,4
Siddharth Basrur,Parwah Nahin,59RXttbK7hgRfnMTMVg2xm,48,0.603,0.953,7,-4.087,0,0.0519,0.0648,0.0,0.494,0.493,105.02,242860,4
Armin van Buuren,Again - Armin van Buuren Remix,6Xwl0hVXmEQWaSiFFzcwdC,5,0.505,0.857,9,-6.186,1,0.033,0.0259,0.296,0.0979,0.197,131.979,190909,4
Mickey Singh,Phone,6MRuNaMaH65vGyek33fXMV,54,0.448,0.693,5,-5.425,0,0.0764,0.127,2.02e-06,0.0815,0.55,91.561,212928,4
Steel Panther,Community Property (Live),60X5l4uJ8rOHyKvE8UHczH,6,0.353,0.748,3,-7.367,1,0.0542,0.0102,1.1e-06,0.6,0.291,82.019,224167,1
Neeti Mohan,"Kheech Meri Photo (From ""Sanam Teri Kasam"")",4vzijCNUJKhftWkzl3Keqf,47,0.847,0.624,7,-6.055,1,0.0654,0.177,3.71e-06,0.0228,0.92,132.979,284000,4
Bury Tomorrow,Man On Fire (Live),1bRvAarrxVvTq7yfpKMt26,5,0.319,0.955,4,-6.764,0,0.104,0.00434,2.62e-05,0.389,0.206,79.615,203596,4
Steve Aoki,Just Hold On,3EmmCZoqpWOTY1g2GBwJoR,65,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,198774,4
Hämatom,Alte Liebe Rostet Nicht (Live),4H6iCra1fIoL6GIRnOIK3h,6,0.376,0.883,8,-7.059,1,0.0616,5.13e-05,0.00238,0.596,0.422,169.876,233783,4
Kavita Seth,Jeete Hain Chal,7kl1KAzW5O4gOAesaHxiq0,48,0.569,0.6,8,-9.917,1,0.037,0.652,6.44e-05,0.124,0.471,92.038,248779,4
Saxon,Battering Ram (Live),2nzBa3gLaCn8eliMiZplH8,5,0.24,0.976,11,-5.698,1,0.143,0.000553,0.000613,0.442,0.162,108.3,286983,4
Santhosh Narayanan,Poi Vazhva,3JHqj3WfflTssLpj1Ymsw2,48,0.694,0.425,8,-10.189,0,0.0349,0.63,3.05e-06,0.182,0.348,118.869,239177,3
Phil Campbell and the Bastard Sons,Big Mouth (Live),4ia0NyjJ1UqKny62GNdTna,5,0.284,0.973,8,-7.158,1,0.0894,0.000848,0.03,0.144,0.398,151.827,192567,4
Ilaiyaraaja,"Ae Zindagi Gale Laga Le - Take, 1",4TkknEEgy9mpbDtSA9ZrKV,49,0.494,0.712,2,-6.605,0,0.0346,0.195,0.00028,0.108,0.386,156.059,171119,4
The Cheeky Monkeys,Five Little Monkeys (Mandarin Version),6783q3SJ2zfIzw9ArOvCZM,1,0.869,0.4,0,-9.325,1,0.0621,0.777,0.0,0.183,0.564,132.076,105000,4
Ananthu,Ulagam Oruvanukka,1HdN5z9EDr3OiQO3ZDUUBU,48,0.771,0.879,1,-4.532,1,0.27,0.116,0.0,0.169,0.642,104.969,242868,4
Eskimo Callboy,Muffin Purper-Gurk (Live),6XzczGRbiECBDrzzifPDLj,7,0.493,0.937,10,-6.527,0,0.108,0.00925,0.000502,0.809,0.327,77.478,214533,4
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,77,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,236002,4
Torfrock,Preßlufthammer B-B-Bernhard (Live),64yTh2P1pFAfjkovnSmR2E,6,0.344,0.819,9,-8.21,1,0.0632,0.146,0.00197,0.884,0.536,78.626,371252,4
Asha Bhosle,"Chehra Kya Dekhte Ho (From ""Salaami"")",0CmJspKqxntfxL7wx7UzVs,49,0.506,0.486,7,-10.384,1,0.0417,0.769,2.47e-06,0.206,0.596,148.714,364653,3
Armin van Buuren,Great Spirit (Mix Cut),7yZAhhTw7cOSIXYAUU76dq,5,0.526,0.904,11,-8.223,1,0.0562,0.000223,0.305,0.732,0.0639,135.997,68853,4
Alan Walker,Alone,0JiVRyTJcJnmlwCZ854K4p,64,0.676,0.929,10,-3.194,1,0.0458,0.186,0.000405,0.121,0.157,97.019,161200,4
MaRLo,Join Us Now (Mix Cut),70a0VGqzJRp7MxeMldUoab,5,0.592,0.804,11,-8.633,0,0.285,0.000156,0.511,0.8,0.443,135.855,58200,4
Santhosh Narayanan,Aval,4LK8863ScRhhT6hitFfBI5,49,0.324,0.457,2,-8.683,1,0.0336,0.271,2.65e-05,0.433,0.225,99.902,266640,4
Ben Gold,I'm In A State Of Trance (ASOT 750 Anthem) [Mix Cut],5nmssuK6uzrAvthMK3SAsm,7,0.42,0.979,11,-6.056,0,0.0549,7.06e-06,0.987,0.481,0.226,133.984,85960,4
Narendra Chanchal,Bhor Bhai Din Chad Gaya,3c3bx6aAl3OaMufyH2labw,48,0.48,0.71,8,-11.188,1,0.0616,0.919,0.0,0.548,0.864,87.235,319060,4
Chris Schweizer,Scorpion (Mix Cut),2Lsd59pnRcUcBlLcHEGnKQ,5,0.583,0.997,8,-7.108,0,0.0399,1.31e-05,0.783,0.159,0.841,136.028,56467,4
Post Malone,Go Flex,5yuShbu70mtHXY0yLzCQLQ,77,0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967,179613,4
Bryan Kearney,By My Side (Mix Cut),3AJOxSkMGhiISrK6Ajt9J4,7,0.425,0.988,7,-6.92,1,0.0526,6.07e-05,0.953,0.342,0.583,136.01,98813,4
Senthil Dass,Aandipatti,4DjZ04u7d7rHqDs5pFcJSb,49,0.445,0.722,9,-6.098,0,0.0644,0.239,8.67e-06,0.0678,0.445,79.321,277061,4
John O'Callaghan,Lies Cost Nothing (Mix Cut),5Qc7C5UbKz4BZzKlkDXKQN,6,0.523,0.998,1,-5.908,1,0.0473,0.000119,0.925,0.0817,0.638,133.999,64493,4
Little Mix,Power,0lUSd7TCG8srh6HpIAEIWL,68,0.566,0.855,7,-4.016,1,0.211,0.0372,0.000157,0.181,0.517,172.966,247840,4
Omnia,I Believe (Mix Cut),5Vy7dFYhaXcIp46PUUCVzh,6,0.303,0.993,8,-6.47,1,0.0654,0.00127,0.137,0.261,0.221,133.991,99867,4
Shreya Ghoshal,Rehnuma,3zb5Omz3mP7XRl7fDfiquc,48,0.582,0.62,9,-9.689,0,0.0364,0.613,0.00141,0.106,0.549,89.992,261647,4
Simon Patterson,Now I Can Breathe Again (Mix Cut),2FV2NUlE2GKNJt0fk3WZZ2,6,0.464,0.916,6,-8.394,1,0.0492,0.00114,0.498,0.067,0.816,133.978,114640,4
Atif Aslam,Mar Jaayen,1ZGZsRhYm4XEU7ZWhYBxJA,48,0.506,0.508,5,-6.34,1,0.0291,0.58,0.0,0.129,0.312,88.122,258752,4
Simon Patterson,Smack (Mix Cut) - Waio Remix,7mudVPBPD53NP8Q3dBX8GZ,5,0.453,0.994,1,-8.732,1,0.0658,1.54e-05,0.843,0.312,0.376,136.02,42347,4
Betty Who,I Love You Always Forever,1p6rk9R8SCum97WnvGNt6O,62,0.532,0.613,0,-7.64,1,0.0576,0.326,0.0,0.292,0.493,106.081,222957,4
Dim3nsion,Mangata (Mix Cut),2hzHOS7skne5hsma96wtRa,7,0.529,0.97,8,-6.688,0,0.0467,2.29e-05,0.954,0.414,0.483,132.032,58173,4
Happy Raikoti,Main Tan Vi Pyar Kardan,6WkcWRUTes7KiKMedTAaB2,47,0.741,0.732,8,-2.655,0,0.0353,0.26,0.0,0.0852,0.476,127.92,264000,4
Aly & Fila,Million Voices (Mix Cut),59k8gSrvv7N3GS1ZhmoLpO,6,0.412,0.99,9,-7.328,1,0.0851,3.21e-06,0.0279,0.298,0.375,135.979,84707,4
Kumar Sanu,"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")",2k2wbpYLNBmaI6o06KWOgN,48,0.613,0.696,8,-9.486,0,0.0504,0.136,0.00222,0.053,0.874,122.056,474653,4
Gareth Emery,Reckless (Mix Cut) - Standerwick Remix,5CqQti30R9JBbb67dmC9VD,6,0.395,0.988,6,-7.228,1,0.0578,8.7e-06,0.0133,0.76,0.681,133.987,84840,4
Vidya Vox,Cheap Thrills,5zmdatgY0OuTLI6VK2LJpE,48,0.76,0.801,5,-4.52,0,0.056,0.051,0.000755,0.068,0.506,95.952,159375,4
Chris Bekker,Berlinition (Mix Cut) - PvD Club Mix,4igP8Spe2CIY9Lhb5JoWdx,6,0.557,0.998,8,-6.113,0,0.0655,0.000325,0.813,0.319,0.69,133.984,57333,3
Meet Bros.,Luv Letter,39u5bn12M7xAvM4LMA75NT,48,0.803,0.856,2,-1.96,1,0.0416,0.478,0.0,0.106,0.906,99.018,220009,4
Simon Patterson,Evoke (Mix Cut),0kdCoktNyA4OwSbM8I9h1R,5,0.456,0.978,7,-6.199,1,0.0499,5.96e-06,0.946,0.193,0.702,136.022,56453,3
Najim Arshad,Arikil,7tDASYxj2O3UBK6VTWGaUW,48,0.582,0.556,5,-5.935,0,0.0309,0.877,0.00995,0.0883,0.357,143.993,263621,4
Jorn Van Deynhoven,We Can Fly (Mix Cut),2mIOrNwUUMxkWgdEulSs2X,6,0.428,0.961,11,-7.454,0,0.0498,1.32e-06,0.666,0.267,0.38,134.021,57280,4
Jasleen Royal,Raatein,4mYrbFGkk5u3bnDhTj0jAO,48,0.653,0.401,5,-12.029,1,0.0279,0.893,0.143,0.109,0.311,129.988,225875,4
Alex M.O.R.P.H.,Not All Superheroes Wear Capes (Mix Cut),23LqKuQxhP7Zd3bsGKcVCz,6,0.383,0.998,7,-6.56,1,0.0786,6.86e-06,0.953,0.256,0.709,135.966,84707,4
Darshan Raval,Bekhudi,3EliEN3AUNuC8IFzcCJGxO,47,0.717,0.475,1,-5.672,0,0.0276,0.658,5.16e-06,0.112,0.423,89.998,347810,4
Super8 & Tab,Into (Mix Cut),1YeiODHxeOLIfna2KoWlGQ,6,0.422,0.987,7,-6.234,1,0.0536,1.85e-06,0.948,0.23,0.668,135.523,85400,4
DNCE,Cake By The Ocean,666PVRQwthLYiWMfdW4JMB,47,0.771,0.746,4,-5.925,0,0.052,0.144,0.0,0.0563,0.883,118.999,218440,4
Alex M.O.R.P.H.,We Are (Mix Cut),7GUWQcamweGnwbc2SEwdjC,6,0.444,0.978,6,-7.649,0,0.059,3.52e-06,0.93,0.329,0.9,134.02,57320,4
Kumar Sanu,"Sochenge Tumhe Pyar (From ""Deewana"")",00wU6YKnzNlavZ1TPpLUlp,48,0.553,0.729,0,-10.778,1,0.0434,0.789,0.0,0.0586,0.749,125.251,362888,4
Aly & Fila,Kingdoms (FSOE 450 Anthem) [Mix Cut],2BwVamQ5YsFFCSKxO3iKs5,6,0.419,0.997,6,-5.859,1,0.137,1.17e-06,0.997,0.168,0.664,135.99,63533,4
TWICE,TT,60jFaQV7Z4boGC4ob5B5c6,68,0.708,0.852,2,-4.398,1,0.0851,0.0525,0.00016,0.399,0.396,129.946,212987,4
MaRLo,Darkside (Mix Cut),0u6NWruwrugn83YFCcMF3Z,5,0.518,0.937,4,-7.044,0,0.0424,4.52e-06,0.912,0.156,0.114,134.113,42784,4
Kate Linn,Ola La,3dEKNPY6TyygR60jmjMbm8,51,0.662,0.806,0,-2.964,0,0.0422,0.245,0.148,0.354,0.425,92.022,200958,4
Ben Gold,All Or Nothing (Mix Cut) - Allen Watts Remix,5CUbkiZVYwNuZTkBeaAdmS,6,0.363,0.997,6,-7.785,1,0.0552,7.16e-06,0.63,0.329,0.754,135.974,63520,4
Stella Jang,Colors,1oACG26rFg4XwAkW5oGGUa,59,0.734,0.295,11,-8.598,1,0.889,0.636,0.0,0.0741,0.788,199.99,101636,4
Armin van Buuren,Again (Mix Cut) - Armin van Buuren Remix,4qIZC1HRPf1NSVfjty5JlV,6,0.495,0.973,4,-6.834,0,0.0419,4.36e-05,0.0791,0.272,0.351,132.066,137960,4
Mohammed Irfan,"Sanam Teri Kasam (Reprise) (From ""Sanam Teri Kasam"")",3noFOYfM2JC92Y9RuGk8Jh,46,0.6,0.506,0,-6.646,0,0.0333,0.316,0.0,0.126,0.304,149.955,296007,4
Ferry Corsten,Neba (Mix Cut),1cfCevFMZD46Na8cdjgOtB,7,0.364,0.927,7,-7.734,1,0.0344,9.53e-06,0.978,0.278,0.581,136.009,84720,4
Nucleya,Bhayanak Atma,4Xgmn95texORroGsAUu3sY,47,0.549,0.954,5,-7.046,1,0.152,0.00127,0.16,0.142,0.613,194.043,210309,4
FEEL,Not Alone (Three Friends) (Mix Cut),3yu7PKdboymZQvamkhqXxj,7,0.576,0.892,2,-6.14,1,0.137,3.66e-05,0.382,0.656,0.37,132.12,87280,4
Anirudh Ravichander,Amma Amma,5MXLGqsMbHMTKbuOOGbeGn,47,0.527,0.603,7,-3.925,0,0.0405,0.378,0.0,0.188,0.36,155.004,304597,3
A.r.d.i.,Your Everything (Mix Cut),2NJoB2MWbPPgETX6QeKPrd,6,0.472,0.996,9,-6.388,0,0.105,0.00109,0.694,0.632,0.13,135.973,84707,4
Post Malone,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,76,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,256533,4
RAM,Forever And A Day (Mix Cut),29rNt5p2SoTBicmPQMOLnB,6,0.468,0.921,5,-7.498,0,0.0815,2.56e-05,0.939,0.162,0.197,136.036,112947,4
Amit Trivedi,Taarefon Se,2uwZSBvQer73esf6tV1wQG,48,0.605,0.437,2,-9.023,1,0.0293,0.76,0.00112,0.111,0.301,125.906,278239,4
Alex M.O.R.P.H.,Angelic (Mix Cut),27t648RIdjHvxP5jmZvSBU,6,0.469,0.98,1,-7.158,1,0.16,5.03e-06,0.989,0.312,0.244,133.908,71653,4
Anirudh Ravichander,Tamilselvi,7zEqY4oGrTVOx85VlRSymi,48,0.696,0.931,7,-4.089,1,0.0636,0.0798,5.89e-06,0.234,0.847,89.972,230388,4
ILLENIUM,Fortress (feat. Joni Fatora) [Mix Cut] - Seven Lions Roots Mix,5uBb1ZozQbEDDBRCp4669L,6,0.475,0.929,7,-7.616,1,0.0551,9.54e-06,0.724,0.564,0.369,133.995,79947,4
Arijit Singh,"Phir Kabhi (From ""M.S.Dhoni - The Untold Story"")",77gskLti3ilCnuwlDq0m8j,48,0.405,0.665,4,-5.498,1,0.0328,0.614,0.0,0.525,0.404,81.921,287422,4
Mark Sherry,Follow Me (Mix Cut) - Psyburst Mix,3wrom4KbOBAgk4thjnO7Or,6,0.45,0.997,7,-5.826,1,0.0555,0.000263,0.777,0.349,0.49,140.054,88933,4
Raftaar,Haseeno Ka Deewana,6VNBEaG5sidkK3lwq7Ws0I,48,0.583,0.94,4,-2.44,0,0.0816,0.163,8.28e-05,0.577,0.492,136.056,229209,4
I:Cube,Mingus in My Pocket,30mSYttuNl1wMxOfa4XcJO,7,0.79,0.723,6,-8.635,0,0.0613,0.00223,0.889,0.256,0.603,124.0,380200,4
Arijit Singh,Yaad Hai Na,7nbGvjZBJssfZUVj2tw5kr,47,0.514,0.588,7,-5.163,0,0.0297,0.713,0.000136,0.172,0.235,139.986,246691,3
Ggomagyun,2016 year,7mQx2GpfXVdsMiR6J6uw4y,0,0.634,0.943,11,-3.746,0,0.196,0.00205,0.000336,0.136,0.41,139.996,157755,4
Kirtidan Gadhvi,Gori Radha Ne Kado Kaan,6YwisMp960dh6SGIUU9Nhz,47,0.374,0.851,2,-5.166,1,0.0991,0.34,0.0,0.0804,0.642,149.038,326844,3
Devenport,2016 Years,4lOvyLC9PC00JQQqxfaHgu,0,0.668,0.584,9,-4.889,1,0.027,0.788,0.00254,0.0994,0.55,100.563,144039,4
BTS,Begin,6KQSeSPqBa15gMWLO1fdkk,66,0.566,0.844,9,-5.222,0,0.0444,0.00361,0.000257,0.141,0.291,131.049,229740,4
The Afterglows,Election Year 2016,72bglLHrd9HYxbfQPE4hQB,2,0.508,0.266,7,-12.038,1,0.0326,0.791,0.0567,0.105,0.213,113.647,109931,4
Rohan Pradhan,Ya Re Ya,2ZP5VmJw46Hm7lm9pjhsR0,46,0.44,0.627,2,-9.115,1,0.0547,0.168,0.0948,0.175,0.141,99.893,200704,4
Rihanna,Needed Me,4pAl7FkDMNBsjykPXo91B3,79,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600,4
Yoon Mirae,ALWAYS,4LsMjCB4qt4RnWcJBiHrA6,63,0.419,0.605,10,-3.452,1,0.0333,0.778,0.0,0.313,0.284,128.629,205193,4
Lyndon Hodges,New Year 2016,4vdzGeUjLKtisjXsxN8448,0,0.939,0.396,11,-9.589,1,0.368,0.136,1.31e-06,0.0861,0.102,124.964,146207,4
Suchit Suresan,Kallumoosi,55uVx1s7InHUFdyw3iDJny,47,0.854,0.537,2,-7.898,0,0.0554,0.337,9e-05,0.0649,0.585,103.004,217873,4
Ritchie Valence Irony Dan,New Years 2016,3xbdzrIJ8uJi98XxlBxC3K,0,0.587,0.466,5,-10.18,0,0.059,0.0145,0.81,0.118,0.0356,125.851,190030,4
Brielle Von Hugel,The One That Got Away,1tg28JiXBuaUj5bZ8Ppuum,68,0.281,0.139,4,-8.97,1,0.0421,0.926,0.0,0.099,0.0467,63.473,247696,4
Kenji Aoi,Chinese New Year 2016 – Year of Monkey,0vYhK9tHmvQPtquRNmDIMF,0,0.603,0.748,2,-8.29,1,0.0309,0.0543,0.525,0.0842,0.453,138.02,133333,4
Haley Reinhart,Can't Help Falling in Love,6yIHGmQLJxWAUZ1ZkENemN,72,0.41,0.0485,0,-13.918,1,0.038,0.947,0.0,0.108,0.247,137.97,173175,4
INNY,Infant Years - 2016 Edition,60ktXVE6uKSkKcxGRkkB1c,0,0.257,0.202,3,-15.896,1,0.08,0.994,0.909,0.11,0.414,181.708,165893,4
Shreya Ghoshal,Blockbuster,37S2kL71k5LOmGxzJ7JLzE,47,0.771,0.917,8,-7.103,1,0.0979,0.772,0.0447,0.204,0.696,82.002,304988,4
Leon Kage,The Year Was 2016,4Ux4jCazJLSQewkTKiawUN,0,0.55,0.749,7,-7.459,1,0.126,0.4,0.00431,0.129,0.223,77.554,221000,4
Sachin Warrier,Nilaavil Ellame,09KdVJCUon1OvPmST9uJKt,47,0.61,0.178,0,-10.852,1,0.0309,0.807,0.0,0.118,0.546,97.868,197315,4
ZAYN,fOoL fOr YoU,6lvsJDZ7336YmpBzcNGhbe,70,0.52,0.513,7,-7.208,1,0.0256,0.281,0.0,0.0976,0.17,77.903,202213,4
Dishonour,10 Years Report - 2016,0Rr08tqYnsgA29VDtLC2eJ,0,0.302,0.861,9,-4.147,0,0.0564,4.12e-05,0.82,0.471,0.253,110.083,134071,3
